7.100085297461917848e-03,6.775630644189340416e-06,1.532635755309917115e-03,1.461475073100318553e-04,-2.710869206035166114e-07,3.404672746186361451e-06,-8.404162095345528438e-02,-2.451956529437474366e-04,4.083352864606089360e-04,5.695047003863469830e-04,1.062067740764204474e-05,1.000336859749118649e-06,-1.133134909919967886e-06,-1.878688289426571083e-04,-2.943951879523535264e-04,7.609078853878428056e-04,3.508547749407144620e-04,3.431696911066450604e-07,3.628195268853689816e-06,1.213769936550446909e-04,1.623974079244217437e-05,-3.017485568820551384e-02,-2.595285842390183950e-02,-8.262073157139917384e-03,-4.883091439541565682e-04,3.280026876372858086e-03,6.754004254471006850e-03,4.797388296182874320e-07,1.030583331039995609e-03,-2.784653274729252281e+00,4.549128236825649742e-03,-4.198594005934028206e-01,-8.020598267077992628e-04,2.266313113847842012e-03,2.296669775035387718e-05,2.087850954247517737e-04,1.232725498751492121e-01,-5.996724280907308200e-04,-1.777782053566091119e-03,-2.457757838422624163e-04,7.695375173497115342e-05,-1.861868308624289049e-06,7.658331567367111185e-04,3.223230517240821460e-03,2.456381741352224590e-01,-1.058638585985830716e+00
6.775630644189629254e-06,8.568199050072261526e-04,3.104970898800880511e-05,1.062042024397736744e-06,9.772096083652177710e-08,2.557440508105190109e-07,6.108548518891764999e-05,1.021761707266211327e-05,1.545448930823317777e-04,3.651822190861398019e-05,4.020609388691233788e-06,1.191514204573575517e-07,-2.297150228237388427e-07,5.371186611793706965e-05,1.374545006449977576e-05,6.599838238851057275e-05,-1.452511321041264833e-03,5.050782650039760519e-07,5.475332959836908423e-08,2.009149766015268216e-05,1.042069424470092898e-05,-1.868168419473087416e-04,1.296733871068002451e-03,-2.382071455024269927e-04,-1.774765763140104475e-03,1.420411597193927452e-04,-4.679979395804028731e-05,9.049556329159738148e-07,-2.108620117941484230e-04,-1.451449708697841873e-02,2.660512334071925581e-04,-1.023845119508232961e-02,-5.764779614606004151e-04,-2.935570675833693293e-05,-1.340249249997036264e-06,2.746440355339672109e-06,1.710478180164244936e-03,-5.061487936473838890e-05,-3.880251705481580740e-04,6.009674621172873127e-03,7.395874572035535017e-06,-2.794539318442949735e-06,-1.199495607945142599e-04,-1.361451795932653403e-03,5.879952918290162582e-04,5.944606351784147841e-02
1.532635755309839269e-03,3.104970898800949629e-05,3.463592579485451073e-01,-1.493750204440478342e-04,1.944046927472615179e-06,1.161527074326392786e-04,-8.682271929562741103e-03,-1.237121056772309607e-03,1.334975997356474932e-03,4.798469614967141098e-03,2.318024420706366897e-04,1.139446575308314273e-05,-2.271115809825402154e-05,6.791163006272239039e-03,-2.210675406041599919e-04,-2.335420402115334464e-03,-2.164002843627243957e-03,4.905740906003970130e-05,1.669336231388221541e-05,-1.239503657685976125e-02,2.478111779074968361e-05,-4.670573597938651629e-03,3.438299584242061058e-01,4.872013800836415970e-02,8.036418285162277506e-03,-1.895799702270626330e+00,4.731039383376444557e-03,4.476609342330526501e-06,1.357684505649416583e-02,2.241169793499738994e+00,8.062962216778649105e-02,3.735746871880607500e-01,-1.514305022536309268e-02,1.482112485998456422e-02,1.757664819915307234e-04,7.704782323856659994e-05,-7.520520076543629751e-02,6.181595261576968217e-03,1.064066981384538257e-01,1.161926436891091152e-01,6.841849043761240453e-05,1.375314278830547341e-04,2.342474065115598969e-02,3.746287977545602679e-03,2.779530986664565106e-01,-5.550336424314897954e+01
1.461475073100318011e-04,1.062042024397717898e-06,-1.493750204440411663e-04,3.333606670284053764e-03,4.749364819221135868e-08,5.336422492116521574e-07,-4.214784938970842117e-03,3.872910055874873980e-04,-5.969683956690238113e-05,4.312053639969493785e-04,1.276038395979252530e-05,1.053466105823551211e-06,-6.235286100124289610e-06,4.035408593161137381e-04,5.197828890050651927e-04,2.496467787767000439e-04,-1.118389240373484912e-04,1.939228835124617172e-07,9.384240005398930958e-07,7.110191919281867127e-05,2.325236746499812420e-06,-7.328387131594608916e-03,-1.511325500600123632e-03,-9.611516361386710774e-05,2.997885555442300883e-05,2.076005152760265933e-03,-8.955731369322639940e-03,1.370264256910854308e-06,3.014097855892034308e-05,-6.357914040540364742e-02,-1.867224656505457646e-03,-1.772773333454660261e-01,4.061495172045720588e-03,7.275523188756712186e-05,-5.292036105356131937e-06,7.097986945414646882e-05,4.687653171791976436e-02,-8.255855821677765202e-03,6.035118209093687773e-05,1.090908110299565080e-03,1.087021107155050254e-05,2.868098733298783325e-06,3.825833966566711923e-04,1.311865867039716340e-04,-1.628348221070279045e-01,9.111352054996531280e-02
-2.710869206063923941e-07,9.772096083652104918e-08,1.944046927471989645e-06,4.749364819214901573e-08,6.497396765519889611e-07,8.077343911940939345e-08,6.961379801731101939e-06,4.024917490672627082e-06,1.286164571032676819e-05,1.140689488785105020e-06,3.400674318450232016e-07,5.341761879127643402e-09,-2.486741422323862017e-08,5.417017105342568583e-06,6.552239320744804371e-07,1.619318716448301445e-05,5.593475916479405598e-06,4.463172620668788856e-09,6.940303201251070452e-09,2.614456919513749008e-06,1.063053320973642647e-07,-3.800583639813625593e-05,1.590169033461514322e-04,-6.350538782344998599e-05,-1.026149521052494117e-05,-9.151168131757492013e-05,-8.084537051148179196e-06,-2.047589152763748301e-07,2.051970607864569893e-08,-1.148415771393098906e-06,-5.730166236595055258e-05,-1.643436077867016943e-03,-2.727742418248457715e-07,9.950514486158779386e-07,3.213074261168686330e-08,8.299211887398947716e-08,3.128891747070831702e-04,-5.484510025265301743e-06,-2.719857477882809825e-04,-2.309159603614804922e-05,-1.478940417005973922e-07,-5.025616501519097986e-08,-1.513387135565841271e-05,-4.288735954535015545e-06,1.017679713780263721e-04,8.640238435331586923e-04
3.404672746188413388e-06,2.557440508105014350e-07,1.161527074326364732e-04,5.336422492117845063e-07,8.077343911940891700e-08,8.893936398193691851e-04,4.216249607198458408e-05,3.717211441883164387e-05,2.900625545443995653e-05,2.537962184529789260e-05,1.332913389282882821e-05,4.386299328940384938e-08,-2.717840030263982893e-07,6.170283364268388225e-05,1.246620089767380236e-05,1.079285446898669686e-04,-7.037919209924286271e-06,4.921796292547778042e-07,6.190290527535226081e-08,1.406241759562281169e-06,1.070134807616835949e-06,-8.202245615262311520e-05,1.160422347187250666e-03,-7.331071687366559747e-06,5.108752205288430068e-05,-2.107203331762002186e-03,-3.146087562483595150e-05,-1.722105678942968882e-05,-2.416516188931227497e-03,-6.685682175305983355e-03,9.527852755526241679e-04,-4.874079765168852670e-03,-4.303178235714383618e-04,-4.674739027889621189e-04,1.323003207789819063e-07,-1.759376874572300999e-06,8.986625374125587319e-04,-4.973462824370207162e-05,2.959565597374765045e-03,6.324762890916984766e-04,-7.274548100874269263e-06,-1.731026017106760735e-06,2.074816296190191674e-04,-6.688975353968947088e-05,6.489926681194168158e-04,-2.179783592811129073e-02
-8.404162095345536765e-02,6.108548518892407389e-05,-8.682271929565638091e-03,-4.214784938970843851e-03,6.961379801690025076e-06,4.216249607207949243e-05,4.155754315558078282e+00,1.661582846609442610e-02,3.647115238715316864e-03,-7.414059936260077900e-03,4.698272104420908634e-04,1.703457244869209657e-05,1.058193843939997147e-04,-9.197168380714336499e-04,1.645500482213200187e-03,-1.607470429068453416e-02,2.885771156324260368e-04,1.258883651920995711e-05,-4.457119183598124741e-05,-5.638995597209178106e-04,3.169848314573188745e-04,5.517379664483045287e-01,4.734053494218087854e-01,1.084533760647628797e-01,1.294784132449866738e-02,-7.184857667963046035e-02,-2.530892808294431251e-02,2.237038635444200423e-05,-1.263784886498808824e-03,-4.523468109514129765e+01,1.075039530583437736e-01,1.020535706570745305e+01,9.652169247398381668e-02,7.000954075250954978e-03,4.647903001244451532e-05,2.757183032766231424e-03,-2.806328119985930680e+00,2.231916552051648253e-02,5.961965091343370687e-02,9.367841651686892313e-02,1.523431576676628546e-03,2.869454806930283892e-04,-9.039511751000341849e-03,-4.208373628823910279e-02,-3.776585396867838451e+00,5.848720881992952592e+00
-2.451956529437474366e-04,1.021761707266245378e-05,-1.237121056772372274e-03,3.872910055874982942e-04,4.024917490672385678e-06,3.717211441883295169e-05,1.661582846609468977e-02,1.503406628492854891e+00,1.788604221554134042e-03,-2.735501131444764895e-04,2.683632904102523022e-04,3.101095695364023840e-06,1.935778649985014899e-04,1.057033269724516958e-02,4.897237045748196712e-04,-6.307464237324113959e-03,5.274706988042502515e-03,4.815385597998527164e-06,-4.378791190045457637e-06,8.517434400689791348e-05,1.139013132867349934e-05,7.568877493558209824e-02,3.073574611953184665e-03,-7.705434851276236723e-04,-6.626256663863472731e-04,1.852634718542521541e-02,-6.262358433600885219e-03,7.499293791816098666e-05,-1.322049548505218608e-01,-1.757798207119835865e-01,-4.426535792802908098e+00,9.826900710468209343e-01,1.189897350083969282e-02,7.888559127393519194e-03,4.830404407325477440e-05,-6.565024196301443016e-02,-2.296659313434519789e-01,9.867294064786417962e-03,5.248403297242038024e-02,2.133654691654791880e-02,2.058635693796970136e-04,1.660580026640138542e-04,1.087272932082774483e-03,-1.460659511507100350e-03,-2.654919920729658656e-01,5.798362416962394850e-01
4.083352864609223788e-04,1.545448930823288504e-04,1.334975997356389497e-03,-5.969683956689220318e-05,1.286164571032564672e-05,2.900625545445902154e-05,3.647115238702337663e-03,1.788604221554156810e-03,8.872343483484398163e+00,3.631824330827697345e-03,-4.988859648788791790e-03,1.808771630397369996e-06,-8.461681812448289123e-05,2.660907725881709804e-02,4.492553242706151279e-05,-2.027841258897166987e-01,1.727850311707554041e-03,-3.359137633835368230e-06,1.447765349609370235e-05,1.166308349983435910e-02,7.420298659189991089e-05,1.809246727601256932e-01,-2.206399502579795002e-01,-1.454451607178530899e-02,-1.670303347380784446e-03,6.514881369940395128e-01,2.536793679905459051e-02,1.575778973308434997e-04,-9.110493205030517627e-03,3.258034204843796022e-01,2.499062767841246091e-01,-2.410928263593670096e+01,-2.983362757896827408e-02,2.114601605846343560e-02,-7.893384758179500336e-05,-1.040532827688461434e-03,-1.409391047089183502e+00,-1.239974988342200726e-02,6.979740870262874930e-01,9.561711186570738541e-02,7.536295182934791160e-04,8.649906866463428091e-04,-7.482554976861202078e-01,1.330393262757292080e-03,-3.560641426781234187e-01,6.214145267273378792e+00
5.695047003863321295e-04,3.651822190861414959e-05,4.798469614967135026e-03,4.312053639969493785e-04,1.140689488785272309e-06,2.537962184529821109e-05,-7.414059936259332836e-03,-2.735501131445709235e-04,3.631824330827815740e-03,1.022682601730031532e-01,1.601765736627616004e-04,6.796459132327867443e-06,-2.009147434421073496e-05,2.230105372648427328e-03,-3.051898486403253658e-04,1.136345133462381488e-02,1.388746420484229457e-02,4.907874621239583482e-06,-1.384861397222402900e-04,-4.516630195441738958e-03,1.078455620186367025e-04,-2.687592516852556623e-01,2.260974291513520931e-02,2.947203829497898123e-03,2.016661270039841070e-03,-3.843482131425908499e-02,1.067429983551069703e-02,2.603624890999354098e-05,2.864709000447580346e-03,-8.888158662478554684e-01,-3.414792819844700983e-02,-4.474072082819319895e+00,-4.153691093799665723e-01,4.807252804083584144e-03,2.486582440019761322e-05,1.926570055324046892e-04,1.278505853460202957e+00,3.055926441866120991e-03,-4.139999839463994608e-02,-4.549511990078256712e-02,2.052520111316776305e-05,2.354640242373638799e-05,7.931654025658518500e-03,-3.572478511125853039e-03,3.632929630161008117e-01,-1.305189578176542131e+00
